iteration,reward_mean,reward_dev,loss
500,-2.0,4.0,2.0132999420166016
1000,-1.0,3.0,5.524600982666016
1500,0.0,0.0,4.459780693054199
2000,0.0,0.0,2.5736942291259766
2500,-2.0,4.0,0.6246956586837769
3000,-2.0,4.0,2.9953277111053467
3500,-3.0,4.58257569495584,4.506003379821777
4000,-1.0,3.0,5.387188911437988
4500,-1.0,3.0,0.9660133123397827
5000,-1.0,3.0,3.196495294570923
5500,-3.0,4.58257569495584,3.6730258464813232
6000,-2.0,4.0,5.083759784698486
6500,-4.0,4.898979485566356,1.310181736946106
7000,-3.0,4.58257569495584,1.1159391403198242
7500,-6.0,4.898979485566356,5.36579704284668
8000,-5.0,5.0,1.5584343671798706
8500,-3.0,4.58257569495584,0.5726816654205322
9000,-5.0,5.0,3.032670497894287
9500,-6.0,4.898979485566356,3.1513142585754395
10000,-3.0,9.0,3.3971879482269287
10500,-2.0,8.717797887081348,4.862283706665039
11000,-3.0,4.58257569495584,4.222276210784912
11500,1.0,8.306623862918075,7.632187843322754
12000,0.0,7.745966692414834,3.8216447830200195
12500,-2.0,4.0,4.328239440917969
13000,-9.0,3.0,7.135437488555908
13500,8.0,27.49545416973504,7.417996406555176
14000,14.0,22.0,1.774266242980957
14500,2.0,10.770329614269007,7.0435380935668945
15000,6.0,11.135528725660043,1.0603632926940918
15500,4.0,18.0,6.954108238220215
16000,1.0,8.306623862918075,5.06370210647583
16500,-3.0,4.58257569495584,9.305166244506836
17000,3.0,11.874342087037917,6.955700397491455
17500,2.0,13.2664991614216,3.20885968208313
18000,3.0,11.0,1.0292689800262451
18500,2.0,17.776388834631177,1.5207462310791016
19000,18.0,42.37924020083418,1.7563501596450806
19500,0.0,4.47213595499958,1.3016763925552368
20000,7.0,19.0,10.542525291442871
20500,10.0,19.493588689617926,3.9991254806518555
21000,14.0,28.705400188814647,8.650988578796387
21500,16.0,23.748684174075834,5.489138126373291
22000,33.0,35.22782990761707,4.420555114746094
22500,20.0,28.635642126552707,8.535188674926758
23000,8.0,24.413111231467404,7.086015224456787
23500,27.0,35.79106033634656,2.868074893951416
24000,1.0,7.0,5.744386672973633
24500,31.0,41.340053217188775,7.3028950691223145
25000,17.0,26.851443164195103,1.392076015472412
25500,15.0,24.596747752497688,1.4883543252944946
26000,5.0,9.219544457292887,15.153929710388184
26500,55.0,62.16912416947821,11.941056251525879
27000,35.0,52.583267300539625,9.018205642700195
27500,5.0,19.1049731745428,3.0827765464782715
28000,39.0,28.442925306655784,6.93347692489624
28500,15.0,16.278820596099706,5.696214199066162
29000,29.0,45.2658811910251,6.292016983032227
29500,5.0,12.84523257866513,12.885298728942871
30000,12.0,13.2664991614216,1.3904622793197632
30500,31.0,58.557663887829406,12.66653060913086
31000,17.0,22.38302928559939,2.951536178588867
31500,26.0,28.35489375751565,1.5064482688903809
32000,30.0,31.937438845342623,2.2101283073425293
32500,25.0,22.9128784747792,1.8576874732971191
33000,21.0,28.089143810376278,8.72113037109375
33500,26.0,29.732137494637012,1.6610755920410156
34000,39.0,36.45545226711637,2.2589449882507324
34500,28.0,35.4400902933387,16.158647537231445
35000,41.0,33.0,13.299660682678223
35500,28.0,28.5657137141714,2.5088441371917725
36000,7.0,12.68857754044952,2.9271256923675537
36500,32.0,24.0,3.1211042404174805
37000,43.0,55.14526271584895,1.807841181755066
37500,29.0,34.19064199455752,9.188384056091309
38000,50.0,96.12491872558333,4.117439270019531
38500,15.0,18.57417562100671,34.56892395019531
39000,35.0,62.80923498976882,12.680999755859375
39500,13.0,16.76305461424021,13.024703025817871
40000,8.0,12.489995996796797,2.8651185035705566
40500,51.0,79.17701686727027,19.47665786743164
41000,32.0,26.0,1.8659833669662476
41500,38.0,51.73006862551025,8.046031951904297
42000,51.0,28.442925306655784,5.238557815551758
42500,21.0,29.478805945967352,16.597431182861328
43000,74.0,90.35485598461214,8.020118713378906
43500,22.0,43.31281565541543,3.8044896125793457
44000,14.0,42.708313008125245,12.157713890075684
44500,57.0,66.64082832618455,3.1969199180603027
45000,40.0,57.09640969448079,11.536404609680176
45500,35.0,60.207972893961475,16.78129768371582
46000,26.0,29.393876913398138,1.6633639335632324
46500,22.0,32.802438933713454,8.078609466552734
47000,17.0,17.916472867168917,7.834832668304443
47500,14.0,20.09975124224178,5.706603050231934
48000,42.0,61.773780845922005,2.697963237762451
48500,7.0,16.15549442140351,3.0260252952575684
49000,11.0,15.7797338380595,4.001664161682129
49500,39.0,38.3275357934736,6.337735652923584
50000,35.0,58.52349955359813,3.9353678226470947
50500,24.0,28.35489375751565,18.004669189453125
51000,38.0,41.90465367951393,18.882417678833008
51500,32.0,58.61740355901138,9.596219062805176
52000,25.0,19.621416870348583,4.45017147064209
52500,20.0,38.47076812334269,17.71799659729004
53000,49.0,52.23983154643591,19.436582565307617
53500,25.0,40.311288741492746,4.5388875007629395
54000,34.0,37.20215047547655,8.405372619628906
54500,21.0,25.079872407968907,23.816617965698242
55000,29.0,39.102429592034305,6.642871856689453
55500,55.0,55.54277630799526,6.150015830993652
56000,51.0,96.27564593395361,31.520343780517578
56500,40.0,46.9041575982343,3.539374828338623
57000,43.0,59.16924876994806,9.199712753295898
57500,69.0,92.78469701410896,24.28020477294922
58000,43.0,49.4064773081425,5.7841081619262695
58500,25.0,35.566838487557476,14.081525802612305
59000,85.0,48.218253804964775,21.22748565673828
59500,87.0,87.64131445842195,6.764882564544678
60000,53.0,63.25345840347388,5.875153541564941
60500,71.0,75.4254598925323,19.990509033203125
61000,94.0,123.30450113438681,4.910857677459717
61500,34.0,41.036569057366385,3.102081060409546
62000,71.0,81.9084855189009,41.190399169921875
62500,71.0,44.598206241955516,56.801673889160156
63000,31.0,43.9203825119955,5.538100242614746
63500,55.0,94.57801012920498,36.40671157836914
64000,84.0,121.75385004179539,2.6862149238586426
64500,68.0,87.26969691708571,5.304357528686523
65000,118.0,58.787753826796276,46.381683349609375
65500,79.0,90.0499861188218,5.496489524841309
66000,111.0,99.443451267542,7.197705268859863
66500,68.0,102.44998779892558,22.215007781982422
67000,47.0,42.906875905849866,34.296016693115234
67500,58.0,79.5989949685296,10.604043006896973
68000,130.0,204.54828280872954,31.110530853271484
68500,24.0,21.540659228538015,24.98461151123047
